"arquivo_origem","tipo","dimensoes","proporcao","transparencia","contexto_no_site","uso_sugerido","recorte_necessario","risco_de_direitos","observacoes"
"public/images/14_VERDEBURGO/PROVENCE_RAIZ/02_WEB/provence-raiz-moodboard-materia-real.jpg","imagem","1800x1013","","não","Provence Raiz","apoio visual para LinkedIn","validar recorte desktop/mobile","baixo se usado no contexto público do site","preservar original; usar cópia"
"public/images/14_VERDEBURGO/PROVENCE_RAIZ/02_WEB/provence-raiz-moodboard-materialidade-antiga.jpg","imagem","1800x1237","","não","Provence Raiz","apoio visual para LinkedIn","validar recorte desktop/mobile","baixo se usado no contexto público do site","preservar original; usar cópia"
"public/images/14_VERDEBURGO/PROVENCE_RAIZ/02_WEB/provence-raiz-moodboard-mesa-bolo.jpg","imagem","1800x1237","","não","Provence Raiz","apoio visual para LinkedIn","validar recorte desktop/mobile","baixo se usado no contexto público do site","preservar original; usar cópia"
"public/images/14_VERDEBURGO/PROVENCE_RAIZ/02_WEB/provence-raiz-planta-casa-giardini.jpg","imagem","1800x1049","","não","Provence Raiz","apoio visual para LinkedIn","validar recorte desktop/mobile","baixo se usado no contexto público do site","preservar original; usar cópia"
"public/images/14_VERDEBURGO/PROVENCE_RAIZ/03_REFINAMENTO/board-materia-textura-cores.jpg","imagem","1024x1536","","não","Provence Raiz","apoio visual para LinkedIn","validar recorte desktop/mobile","baixo se usado no contexto público do site","preservar original; usar cópia"
"public/images/14_VERDEBURGO/PROVENCE_RAIZ/03_REFINAMENTO/board-volume-natural-nunca-artificial.jpg","imagem","1676x939","","não","Provence Raiz","apoio visual para LinkedIn","validar recorte desktop/mobile","baixo se usado no contexto público do site","preservar original; usar cópia"
"public/images/14_VERDEBURGO/PROVENCE_RAIZ/03_REFINAMENTO/moodboard-integracao-atmosfera-provence.jpg","imagem","1402x1122","","não","Provence Raiz","apoio visual para LinkedIn","validar recorte desktop/mobile","baixo se usado no contexto público do site","preservar original; usar cópia"
"public/images/14_VERDEBURGO/PROVENCE_RAIZ/03_REFINAMENTO/pilastras-refinada.jpg","imagem","1536x1024","","não","Provence Raiz","apoio visual para LinkedIn","validar recorte desktop/mobile","baixo se usado no contexto público do site","preservar original; usar cópia"
"public/images/14_VERDEBURGO/PROVENCE_RAIZ/03_REFINAMENTO/prancha-tecnica-luminaria-carretel-refinada.jpg","imagem","1381x1139","","não","Provence Raiz","apoio visual para LinkedIn","validar recorte desktop/mobile","baixo se usado no contexto público do site","preservar original; usar cópia"
"public/images/14_VERDEBURGO/PROVENCE_RAIZ/03_REFINAMENTO/prancha-tecnica-luminaria-gaiola-cenografica.jpg","imagem","1536x1024","","não","Provence Raiz","apoio visual para LinkedIn","validar recorte desktop/mobile","baixo se usado no contexto público do site","preservar original; usar cópia"
"public/images/14_VERDEBURGO/PROVENCE_RAIZ/03_REFINAMENTO/render-cerimonia-altar-passarela-refinado.jpg","imagem","1023x1537","","não","Provence Raiz","apoio visual para LinkedIn","validar recorte desktop/mobile","baixo se usado no contexto público do site","preservar original; usar cópia"
"public/images/14_VERDEBURGO/PROVENCE_RAIZ/03_REFINAMENTO/render-escada-cascata-floral-refinado.jpg","imagem","1254x1254","","não","Provence Raiz","apoio visual para LinkedIn","validar recorte desktop/mobile","baixo se usado no contexto público do site","preservar original; usar cópia"
"public/images/14_VERDEBURGO/PROVENCE_RAIZ/03_REFINAMENTO/render-mesa-bolo-mural-toile-alternativo.jpg","imagem","1374x1374","","não","Provence Raiz","apoio visual para LinkedIn","validar recorte desktop/mobile","baixo se usado no contexto público do site","preservar original; usar cópia"
"public/images/14_VERDEBURGO/PROVENCE_RAIZ/03_REFINAMENTO/render-mesa-bolo-mural-toile-refinado.jpg","imagem","1448x1086","","não","Provence Raiz","apoio visual para LinkedIn","validar recorte desktop/mobile","baixo se usado no contexto público do site","preservar original; usar cópia"
"public/images/14_VERDEBURGO/PROVENCE_RAIZ/05_CASE_SYSTEM/hospitality-bag.webp","imagem","","","não","Provence Raiz","apoio visual para LinkedIn","validar recorte desktop/mobile","baixo se usado no contexto público do site","preservar original; usar cópia"
"public/images/14_VERDEBURGO/PROVENCE_RAIZ/05_CASE_SYSTEM/hospitality-bottle-label.webp","imagem","","","não","Provence Raiz","apoio visual para LinkedIn","validar recorte desktop/mobile","baixo se usado no contexto público do site","preservar original; usar cópia"
"public/images/14_VERDEBURGO/PROVENCE_RAIZ/05_CASE_SYSTEM/hospitality-box-suite.webp","imagem","","","não","Provence Raiz","apoio visual para LinkedIn","validar recorte desktop/mobile","baixo se usado no contexto público do site","preservar original; usar cópia"
"public/images/14_VERDEBURGO/PROVENCE_RAIZ/05_CASE_SYSTEM/hospitality-envelope-card.webp","imagem","","","não","Provence Raiz","apoio visual para LinkedIn","validar recorte desktop/mobile","baixo se usado no contexto público do site","preservar original; usar cópia"
"public/images/14_VERDEBURGO/PROVENCE_RAIZ/05_CASE_SYSTEM/hospitality-favor-bag.webp","imagem","","","não","Provence Raiz","apoio visual para LinkedIn","validar recorte desktop/mobile","baixo se usado no contexto público do site","preservar original; usar cópia"
"public/images/14_VERDEBURGO/PROVENCE_RAIZ/05_CASE_SYSTEM/hospitality-gift-box.webp","imagem","","","não","Provence Raiz","apoio visual para LinkedIn","validar recorte desktop/mobile","baixo se usado no contexto público do site","preservar original; usar cópia"
"public/images/14_VERDEBURGO/PROVENCE_RAIZ/05_CASE_SYSTEM/hospitality-gift-suite.webp","imagem","","","não","Provence Raiz","apoio visual para LinkedIn","validar recorte desktop/mobile","baixo se usado no contexto público do site","preservar original; usar cópia"
"public/images/14_VERDEBURGO/PROVENCE_RAIZ/05_CASE_SYSTEM/hospitality-place-card.webp","imagem","","","não","Provence Raiz","apoio visual para LinkedIn","validar recorte desktop/mobile","baixo se usado no contexto público do site","preservar original; usar cópia"
"public/images/14_VERDEBURGO/PROVENCE_RAIZ/05_CASE_SYSTEM/hospitality-wrapped-box.webp","imagem","","","não","Provence Raiz","apoio visual para LinkedIn","validar recorte desktop/mobile","baixo se usado no contexto público do site","preservar original; usar cópia"
"public/images/14_VERDEBURGO/PROVENCE_RAIZ/05_CASE_SYSTEM/identity-flatlay.webp","imagem","","","não","Provence Raiz","apoio visual para LinkedIn","validar recorte desktop/mobile","baixo se usado no contexto público do site","preservar original; usar cópia"
"public/images/14_VERDEBURGO/PROVENCE_RAIZ/05_CASE_SYSTEM/identity-stationery-overview.webp","imagem","","","não","Provence Raiz","apoio visual para LinkedIn","validar recorte desktop/mobile","baixo se usado no contexto público do site","preservar original; usar cópia"
"public/images/14_VERDEBURGO/PROVENCE_RAIZ/05_CASE_SYSTEM/identity-system-guide.webp","imagem","","","não","Provence Raiz","apoio visual para LinkedIn","validar recorte desktop/mobile","baixo se usado no contexto público do site","preservar original; usar cópia"
"public/images/14_VERDEBURGO/PROVENCE_RAIZ/05_CASE_SYSTEM/material-board.webp","imagem","","","não","Provence Raiz","apoio visual para LinkedIn","validar recorte desktop/mobile","baixo se usado no contexto público do site","preservar original; usar cópia"
"public/images/14_VERDEBURGO/PROVENCE_RAIZ/05_CASE_SYSTEM/monogram-embossed.webp","imagem","","","não","Provence Raiz","apoio visual para LinkedIn","validar recorte desktop/mobile","baixo se usado no contexto público do site","preservar original; usar cópia"
"public/images/14_VERDEBURGO/PROVENCE_RAIZ/05_CASE_SYSTEM/monogram-guestbook.webp","imagem","","","não","Provence Raiz","apoio visual para LinkedIn","validar recorte desktop/mobile","baixo se usado no contexto público do site","preservar original; usar cópia"
"public/images/14_VERDEBURGO/PROVENCE_RAIZ/05_CASE_SYSTEM/monogram-master.webp","imagem","1800x1200","","não","Provence Raiz","apoio visual para LinkedIn","validar recorte desktop/mobile","baixo se usado no contexto público do site","preservar original; usar cópia"
"public/images/14_VERDEBURGO/PROVENCE_RAIZ/05_CASE_SYSTEM/monogram-paper-detail.webp","imagem","","","não","Provence Raiz","apoio visual para LinkedIn","validar recorte desktop/mobile","baixo se usado no contexto público do site","preservar original; usar cópia"
"public/images/14_VERDEBURGO/PROVENCE_RAIZ/05_CASE_SYSTEM/ornament-library.webp","imagem","","","não","Provence Raiz","apoio visual para LinkedIn","validar recorte desktop/mobile","baixo se usado no contexto público do site","preservar original; usar cópia"
"public/images/14_VERDEBURGO/PROVENCE_RAIZ/05_CASE_SYSTEM/ornament-study-corners.webp","imagem","","","não","Provence Raiz","apoio visual para LinkedIn","validar recorte desktop/mobile","baixo se usado no contexto público do site","preservar original; usar cópia"
"public/images/14_VERDEBURGO/PROVENCE_RAIZ/05_CASE_SYSTEM/ornament-study-filets.webp","imagem","","","não","Provence Raiz","apoio visual para LinkedIn","validar recorte desktop/mobile","baixo se usado no contexto público do site","preservar original; usar cópia"
"public/images/14_VERDEBURGO/PROVENCE_RAIZ/05_CASE_SYSTEM/ornament-study-frames.webp","imagem","","","não","Provence Raiz","apoio visual para LinkedIn","validar recorte desktop/mobile","baixo se usado no contexto público do site","preservar original; usar cópia"
"public/images/14_VERDEBURGO/PROVENCE_RAIZ/05_CASE_SYSTEM/ornament-study-seals.webp","imagem","","","não","Provence Raiz","apoio visual para LinkedIn","validar recorte desktop/mobile","baixo se usado no contexto público do site","preservar original; usar cópia"
"public/images/14_VERDEBURGO/PROVENCE_RAIZ/05_CASE_SYSTEM/paper-envelope-suite.webp","imagem","","","não","Provence Raiz","apoio visual para LinkedIn","validar recorte desktop/mobile","baixo se usado no contexto público do site","preservar original; usar cópia"
"public/images/14_VERDEBURGO/PROVENCE_RAIZ/05_CASE_SYSTEM/paper-event-card.webp","imagem","","","não","Provence Raiz","apoio visual para LinkedIn","validar recorte desktop/mobile","baixo se usado no contexto público do site","preservar original; usar cópia"
"public/images/14_VERDEBURGO/PROVENCE_RAIZ/05_CASE_SYSTEM/paper-invitation-cover.webp","imagem","","","não","Provence Raiz","apoio visual para LinkedIn","validar recorte desktop/mobile","baixo se usado no contexto público do site","preservar original; usar cópia"
"public/images/14_VERDEBURGO/PROVENCE_RAIZ/05_CASE_SYSTEM/paper-menu-vertical.webp","imagem","","","não","Provence Raiz","apoio visual para LinkedIn","validar recorte desktop/mobile","baixo se usado no contexto público do site","preservar original; usar cópia"
"public/images/14_VERDEBURGO/PROVENCE_RAIZ/05_CASE_SYSTEM/paper-place-card.webp","imagem","","","não","Provence Raiz","apoio visual para LinkedIn","validar recorte desktop/mobile","baixo se usado no contexto público do site","preservar original; usar cópia"
"public/images/14_VERDEBURGO/PROVENCE_RAIZ/05_CASE_SYSTEM/paper-program-suite.webp","imagem","","","não","Provence Raiz","apoio visual para LinkedIn","validar recorte desktop/mobile","baixo se usado no contexto público do site","preservar original; usar cópia"
"public/images/14_VERDEBURGO/PROVENCE_RAIZ/05_CASE_SYSTEM/paper-thank-you-card.webp","imagem","","","não","Provence Raiz","apoio visual para LinkedIn","validar recorte desktop/mobile","baixo se usado no contexto público do site","preservar original; usar cópia"
"public/images/14_VERDEBURGO/PROVENCE_RAIZ/05_CASE_SYSTEM/paper-vows-book.webp","imagem","","","não","Provence Raiz","apoio visual para LinkedIn","validar recorte desktop/mobile","baixo se usado no contexto público do site","preservar original; usar cópia"
"public/images/14_VERDEBURGO/PROVENCE_RAIZ/05_CASE_SYSTEM/sign-arched.webp","imagem","","","não","Provence Raiz","apoio visual para LinkedIn","validar recorte desktop/mobile","baixo se usado no contexto público do site","preservar original; usar cópia"
"public/images/14_VERDEBURGO/PROVENCE_RAIZ/05_CASE_SYSTEM/sign-ceremony.webp","imagem","","","não","Provence Raiz","apoio visual para LinkedIn","validar recorte desktop/mobile","baixo se usado no contexto público do site","preservar original; usar cópia"
"public/images/14_VERDEBURGO/PROVENCE_RAIZ/05_CASE_SYSTEM/sign-directional.webp","imagem","","","não","Provence Raiz","apoio visual para LinkedIn","validar recorte desktop/mobile","baixo se usado no contexto público do site","preservar original; usar cópia"
"public/images/14_VERDEBURGO/PROVENCE_RAIZ/05_CASE_SYSTEM/sign-mini.webp","imagem","","","não","Provence Raiz","apoio visual para LinkedIn","validar recorte desktop/mobile","baixo se usado no contexto público do site","preservar original; usar cópia"
"public/images/14_VERDEBURGO/PROVENCE_RAIZ/05_CASE_SYSTEM/sign-mirror.webp","imagem","","","não","Provence Raiz","apoio visual para LinkedIn","validar recorte desktop/mobile","baixo se usado no contexto público do site","preservar original; usar cópia"
"public/images/14_VERDEBURGO/PROVENCE_RAIZ/05_CASE_SYSTEM/sign-table.webp","imagem","","","não","Provence Raiz","apoio visual para LinkedIn","validar recorte desktop/mobile","baixo se usado no contexto público do site","preservar original; usar cópia"
"public/images/14_VERDEBURGO/PROVENCE_RAIZ/05_CASE_SYSTEM/sign-welcome.webp","imagem","","","não","Provence Raiz","apoio visual para LinkedIn","validar recorte desktop/mobile","baixo se usado no contexto público do site","preservar original; usar cópia"
"public/images/14_VERDEBURGO/PROVENCE_RAIZ/05_CASE_SYSTEM/toile-pattern.webp","imagem","","","não","Provence Raiz","apoio visual para LinkedIn","validar recorte desktop/mobile","baixo se usado no contexto público do site","preservar original; usar cópia"
"public/images/14_VERDEBURGO/PROVENCE_RAIZ/06_ARCHITECTURE_SERIES/carretel-capa.webp","imagem","","","não","Provence Raiz","apoio visual para LinkedIn","validar recorte desktop/mobile","baixo se usado no contexto público do site","preservar original; usar cópia"
"public/images/14_VERDEBURGO/PROVENCE_RAIZ/06_ARCHITECTURE_SERIES/carretel-corte.webp","imagem","","","não","Provence Raiz","apoio visual para LinkedIn","validar recorte desktop/mobile","baixo se usado no contexto público do site","preservar original; usar cópia"
"public/images/14_VERDEBURGO/PROVENCE_RAIZ/06_ARCHITECTURE_SERIES/carretel-difusor.webp","imagem","","","não","Provence Raiz","apoio visual para LinkedIn","validar recorte desktop/mobile","baixo se usado no contexto público do site","preservar original; usar cópia"
"public/images/14_VERDEBURGO/PROVENCE_RAIZ/06_ARCHITECTURE_SERIES/carretel-explodida.webp","imagem","","","não","Provence Raiz","apoio visual para LinkedIn","validar recorte desktop/mobile","baixo se usado no contexto público do site","preservar original; usar cópia"
"public/images/14_VERDEBURGO/PROVENCE_RAIZ/06_ARCHITECTURE_SERIES/carretel-suspensao.webp","imagem","","","não","Provence Raiz","apoio visual para LinkedIn","validar recorte desktop/mobile","baixo se usado no contexto público do site","preservar original; usar cópia"
"public/images/14_VERDEBURGO/PROVENCE_RAIZ/06_ARCHITECTURE_SERIES/gaiola-capa.webp","imagem","","","não","Provence Raiz","apoio visual para LinkedIn","validar recorte desktop/mobile","baixo se usado no contexto público do site","preservar original; usar cópia"
"public/images/14_VERDEBURGO/PROVENCE_RAIZ/06_ARCHITECTURE_SERIES/gaiola-corte.webp","imagem","","","não","Provence Raiz","apoio visual para LinkedIn","validar recorte desktop/mobile","baixo se usado no contexto público do site","preservar original; usar cópia"
"public/images/14_VERDEBURGO/PROVENCE_RAIZ/06_ARCHITECTURE_SERIES/gaiola-explodida.webp","imagem","","","não","Provence Raiz","apoio visual para LinkedIn","validar recorte desktop/mobile","baixo se usado no contexto público do site","preservar original; usar cópia"
"public/images/14_VERDEBURGO/PROVENCE_RAIZ/06_ARCHITECTURE_SERIES/gaiola-pingente.webp","imagem","","","não","Provence Raiz","apoio visual para LinkedIn","validar recorte desktop/mobile","baixo se usado no contexto público do site","preservar original; usar cópia"
"public/images/14_VERDEBURGO/PROVENCE_RAIZ/06_ARCHITECTURE_SERIES/gaiola-suspensao.webp","imagem","","","não","Provence Raiz","apoio visual para LinkedIn","validar recorte desktop/mobile","baixo se usado no contexto público do site","preservar original; usar cópia"
"public/images/14_VERDEBURGO/PROVENCE_RAIZ/06_ARCHITECTURE_SERIES/pilastras-capa.webp","imagem","","","não","Provence Raiz","apoio visual para LinkedIn","validar recorte desktop/mobile","baixo se usado no contexto público do site","preservar original; usar cópia"
"public/images/14_VERDEBURGO/PROVENCE_RAIZ/06_ARCHITECTURE_SERIES/pilastras-corte.webp","imagem","","","não","Provence Raiz","apoio visual para LinkedIn","validar recorte desktop/mobile","baixo se usado no contexto público do site","preservar original; usar cópia"
"public/images/14_VERDEBURGO/PROVENCE_RAIZ/06_ARCHITECTURE_SERIES/pilastras-explodida.webp","imagem","","","não","Provence Raiz","apoio visual para LinkedIn","validar recorte desktop/mobile","baixo se usado no contexto público do site","preservar original; usar cópia"
"public/images/14_VERDEBURGO/PROVENCE_RAIZ/06_ARCHITECTURE_SERIES/pilastras-integracao-floral.webp","imagem","","","não","Provence Raiz","apoio visual para LinkedIn","validar recorte desktop/mobile","baixo se usado no contexto público do site","preservar original; usar cópia"
"public/images/14_VERDEBURGO/PROVENCE_RAIZ/06_ARCHITECTURE_SERIES/pilastras-luz-oculta.webp","imagem","","","não","Provence Raiz","apoio visual para LinkedIn","validar recorte desktop/mobile","baixo se usado no contexto público do site","preservar original; usar cópia"
"public/images/14_VERDEBURGO/PROVENCE_RAIZ/07_STARTER_X5/hospitality-alcohol-label.jpg","imagem","999x1500","","não","Provence Raiz","apoio visual para LinkedIn","validar recorte desktop/mobile","baixo se usado no contexto público do site","preservar original; usar cópia"
"public/images/14_VERDEBURGO/PROVENCE_RAIZ/07_STARTER_X5/hospitality-cologne-label.jpg","imagem","1000x1500","","não","Provence Raiz","apoio visual para LinkedIn","validar recorte desktop/mobile","baixo se usado no contexto público do site","preservar original; usar cópia"
"public/images/14_VERDEBURGO/PROVENCE_RAIZ/07_STARTER_X5/hospitality-favor-band.jpg","imagem","1500x1000","","não","Provence Raiz","apoio visual para LinkedIn","validar recorte desktop/mobile","baixo se usado no contexto público do site","preservar original; usar cópia"
"public/images/14_VERDEBURGO/PROVENCE_RAIZ/07_STARTER_X5/hospitality-favor-wrap.jpg","imagem","1500x1000","","não","Provence Raiz","apoio visual para LinkedIn","validar recorte desktop/mobile","baixo se usado no contexto público do site","preservar original; usar cópia"
"public/images/14_VERDEBURGO/PROVENCE_RAIZ/07_STARTER_X5/hospitality-gift-tag.jpg","imagem","1500x1500","","não","Provence Raiz","apoio visual para LinkedIn","validar recorte desktop/mobile","baixo se usado no contexto público do site","preservar original; usar cópia"
"public/images/14_VERDEBURGO/PROVENCE_RAIZ/07_STARTER_X5/hospitality-instruction-card.jpg","imagem","999x1500","","não","Provence Raiz","apoio visual para LinkedIn","validar recorte desktop/mobile","baixo se usado no contexto público do site","preservar original; usar cópia"
"public/images/14_VERDEBURGO/PROVENCE_RAIZ/07_STARTER_X5/hospitality-soap-label.jpg","imagem","1000x1500","","não","Provence Raiz","apoio visual para LinkedIn","validar recorte desktop/mobile","baixo se usado no contexto público do site","preservar original; usar cópia"
"public/images/14_VERDEBURGO/PROVENCE_RAIZ/07_STARTER_X5/hospitality-toiletry-kit.jpg","imagem","1500x1000","","não","Provence Raiz","apoio visual para LinkedIn","validar recorte desktop/mobile","baixo se usado no contexto público do site","preservar original; usar cópia"
"public/images/14_VERDEBURGO/PROVENCE_RAIZ/07_STARTER_X5/hospitality-toiletry-label.jpg","imagem","1500x1000","","não","Provence Raiz","apoio visual para LinkedIn","validar recorte desktop/mobile","baixo se usado no contexto público do site","preservar original; usar cópia"
"public/images/14_VERDEBURGO/PROVENCE_RAIZ/07_STARTER_X5/hospitality-wrapped-favor.jpg","imagem","1500x1000","","não","Provence Raiz","apoio visual para LinkedIn","validar recorte desktop/mobile","baixo se usado no contexto público do site","preservar original; usar cópia"
"public/images/14_VERDEBURGO/PROVENCE_RAIZ/07_STARTER_X5/identity-brand-board.jpg","imagem","1500x999","","não","Provence Raiz","apoio visual para LinkedIn","validar recorte desktop/mobile","baixo se usado no contexto público do site","preservar original; usar cópia"
"public/images/14_VERDEBURGO/PROVENCE_RAIZ/07_STARTER_X5/identity-cotton-paper.jpg","imagem","1500x1000","","não","Provence Raiz","apoio visual para LinkedIn","validar recorte desktop/mobile","baixo se usado no contexto público do site","preservar original; usar cópia"
"public/images/14_VERDEBURGO/PROVENCE_RAIZ/07_STARTER_X5/identity-material-board.jpg","imagem","1500x1000","","não","Provence Raiz","apoio visual para LinkedIn","validar recorte desktop/mobile","baixo se usado no contexto público do site","preservar original; usar cópia"
"public/images/14_VERDEBURGO/PROVENCE_RAIZ/07_STARTER_X5/identity-palette-system.jpg","imagem","1500x1000","","não","Provence Raiz","apoio visual para LinkedIn","validar recorte desktop/mobile","baixo se usado no contexto público do site","preservar original; usar cópia"
"public/images/14_VERDEBURGO/PROVENCE_RAIZ/07_STARTER_X5/identity-toile-envelope.jpg","imagem","1500x1000","","não","Provence Raiz","apoio visual para LinkedIn","validar recorte desktop/mobile","baixo se usado no contexto público do site","preservar original; usar cópia"
"public/images/14_VERDEBURGO/PROVENCE_RAIZ/07_STARTER_X5/identity-toile-wallpaper.jpg","imagem","844x1500","","não","Provence Raiz","apoio visual para LinkedIn","validar recorte desktop/mobile","baixo se usado no contexto público do site","preservar original; usar cópia"
"public/images/14_VERDEBURGO/PROVENCE_RAIZ/07_STARTER_X5/monogram-coat-of-arms.jpg","imagem","1500x1500","","não","Provence Raiz","apoio visual para LinkedIn","validar recorte desktop/mobile","baixo se usado no contexto público do site","preservar original; usar cópia"
"public/images/14_VERDEBURGO/PROVENCE_RAIZ/07_STARTER_X5/monogram-primary.jpg","imagem","1500x1500","","não","Provence Raiz","apoio visual para LinkedIn","validar recorte desktop/mobile","baixo se usado no contexto público do site","preservar original; usar cópia"
"public/images/14_VERDEBURGO/PROVENCE_RAIZ/07_STARTER_X5/monogram-seal.jpg","imagem","1500x1500","","não","Provence Raiz","apoio visual para LinkedIn","validar recorte desktop/mobile","baixo se usado no contexto público do site","preservar original; usar cópia"
"public/images/14_VERDEBURGO/PROVENCE_RAIZ/07_STARTER_X5/monogram-secondary.jpg","imagem","1500x1500","","não","Provence Raiz","apoio visual para LinkedIn","validar recorte desktop/mobile","baixo se usado no contexto público do site","preservar original; usar cópia"
"public/images/14_VERDEBURGO/PROVENCE_RAIZ/07_STARTER_X5/ornament-corners.jpg","imagem","1500x1000","","não","Provence Raiz","apoio visual para LinkedIn","validar recorte desktop/mobile","baixo se usado no contexto público do site","preservar original; usar cópia"
"public/images/14_VERDEBURGO/PROVENCE_RAIZ/07_STARTER_X5/ornament-filets.jpg","imagem","1500x1000","","não","Provence Raiz","apoio visual para LinkedIn","validar recorte desktop/mobile","baixo se usado no contexto público do site","preservar original; usar cópia"
"public/images/14_VERDEBURGO/PROVENCE_RAIZ/07_STARTER_X5/ornament-frames.jpg","imagem","1500x1000","","não","Provence Raiz","apoio visual para LinkedIn","validar recorte desktop/mobile","baixo se usado no contexto público do site","preservar original; usar cópia"
"public/images/14_VERDEBURGO/PROVENCE_RAIZ/07_STARTER_X5/ornament-icon-library.jpg","imagem","1500x1000","","não","Provence Raiz","apoio visual para LinkedIn","validar recorte desktop/mobile","baixo se usado no contexto público do site","preservar original; usar cópia"
"public/images/14_VERDEBURGO/PROVENCE_RAIZ/07_STARTER_X5/ornament-seals.jpg","imagem","1500x1000","","não","Provence Raiz","apoio visual para LinkedIn","validar recorte desktop/mobile","baixo se usado no contexto público do site","preservar original; usar cópia"
"public/images/14_VERDEBURGO/PROVENCE_RAIZ/07_STARTER_X5/paper-ceremony-program.jpg","imagem","1000x1500","","não","Provence Raiz","apoio visual para LinkedIn","validar recorte desktop/mobile","baixo se usado no contexto público do site","preservar original; usar cópia"
"public/images/14_VERDEBURGO/PROVENCE_RAIZ/07_STARTER_X5/paper-envelope-liner.jpg","imagem","1500x1000","","não","Provence Raiz","apoio visual para LinkedIn","validar recorte desktop/mobile","baixo se usado no contexto público do site","preservar original; usar cópia"
"public/images/14_VERDEBURGO/PROVENCE_RAIZ/07_STARTER_X5/paper-envelope.jpg","imagem","1500x1000","","não","Provence Raiz","apoio visual para LinkedIn","validar recorte desktop/mobile","baixo se usado no contexto público do site","preservar original; usar cópia"
"public/images/14_VERDEBURGO/PROVENCE_RAIZ/07_STARTER_X5/paper-invitation.jpg","imagem","1000x1500","","não","Provence Raiz","apoio visual para LinkedIn","validar recorte desktop/mobile","baixo se usado no contexto público do site","preservar original; usar cópia"
"public/images/14_VERDEBURGO/PROVENCE_RAIZ/07_STARTER_X5/paper-place-card.jpg","imagem","1500x1000","","não","Provence Raiz","apoio visual para LinkedIn","validar recorte desktop/mobile","baixo se usado no contexto público do site","preservar original; usar cópia"
"public/images/14_VERDEBURGO/PROVENCE_RAIZ/07_STARTER_X5/paper-table-menu.jpg","imagem","1000x1500","","não","Provence Raiz","apoio visual para LinkedIn","validar recorte desktop/mobile","baixo se usado no contexto público do site","preservar original; usar cópia"
"public/images/14_VERDEBURGO/PROVENCE_RAIZ/07_STARTER_X5/paper-thank-you-card.jpg","imagem","1500x1000","","não","Provence Raiz","apoio visual para LinkedIn","validar recorte desktop/mobile","baixo se usado no contexto público do site","preservar original; usar cópia"
"public/images/14_VERDEBURGO/PROVENCE_RAIZ/07_STARTER_X5/paper-vows-book.jpg","imagem","999x1500","","não","Provence Raiz","apoio visual para LinkedIn","validar recorte desktop/mobile","baixo se usado no contexto público do site","preservar original; usar cópia"
"public/images/14_VERDEBURGO/PROVENCE_RAIZ/07_STARTER_X5/sign-bar.jpg","imagem","1000x1500","","não","Provence Raiz","apoio visual para LinkedIn","validar recorte desktop/mobile","baixo se usado no contexto público do site","preservar original; usar cópia"
"public/images/14_VERDEBURGO/PROVENCE_RAIZ/07_STARTER_X5/sign-buffet.jpg","imagem","1000x1500","","não","Provence Raiz","apoio visual para LinkedIn","validar recorte desktop/mobile","baixo se usado no contexto público do site","preservar original; usar cópia"
"public/images/14_VERDEBURGO/PROVENCE_RAIZ/07_STARTER_X5/sign-ceremony.jpg","imagem","999x1500","","não","Provence Raiz","apoio visual para LinkedIn","validar recorte desktop/mobile","baixo se usado no contexto público do site","preservar original; usar cópia"
"public/images/14_VERDEBURGO/PROVENCE_RAIZ/07_STARTER_X5/sign-directional.jpg","imagem","1500x1000","","não","Provence Raiz","apoio visual para LinkedIn","validar recorte desktop/mobile","baixo se usado no contexto público do site","preservar original; usar cópia"
"public/images/14_VERDEBURGO/PROVENCE_RAIZ/07_STARTER_X5/sign-reception.jpg","imagem","1000x1500","","não","Provence Raiz","apoio visual para LinkedIn","validar recorte desktop/mobile","baixo se usado no contexto público do site","preservar original; usar cópia"
"public/images/14_VERDEBURGO/PROVENCE_RAIZ/07_STARTER_X5/sign-table.jpg","imagem","1500x1000","","não","Provence Raiz","apoio visual para LinkedIn","validar recorte desktop/mobile","baixo se usado no contexto público do site","preservar original; usar cópia"
"public/images/14_VERDEBURGO/PROVENCE_RAIZ/07_STARTER_X5/sign-welcome.jpg","imagem","999x1500","","não","Provence Raiz","apoio visual para LinkedIn","validar recorte desktop/mobile","baixo se usado no contexto público do site","preservar original; usar cópia"
"public/social/linkedin/linkedin-company-cover-paes-consultoria.png","imagem","4200x700","","possível","Social/LinkedIn","apoio visual para LinkedIn","validar recorte desktop/mobile","baixo se usado no contexto público do site","preservar original; usar cópia"
"public/social/linkedin/linkedin-company-logo-paes-consultoria.png","logotipo/simbolo","400x400","","possível","Social/LinkedIn","apoio visual para LinkedIn","validar recorte desktop/mobile","baixo se usado no contexto público do site","preservar original; usar cópia"
"public/social/linkedin/linkedin-launch-post-ecosystem.png","imagem","1600x900","","possível","Social/LinkedIn","apoio visual para LinkedIn","validar recorte desktop/mobile","baixo se usado no contexto público do site","preservar original; usar cópia"
"public/social/linkedin/linkedin-profile-cover-samuel-paes.png","imagem","1584x396","","possível","Social/LinkedIn","apoio visual para LinkedIn","validar recorte desktop/mobile","baixo se usado no contexto público do site","preservar original; usar cópia"
